id,Headline,Details,Severity,Region,Datetime,lat,lon,maritime_label,found_ports,contains_port_info,Category,Summarized_label,true_risks,input_text,normalized_text
5211,"In Mongla, Bagerhat, Bangladesh Coast Guard personnel seized a trawler and","In Mongla, Bagerhat, Bangladesh Coast Guard personnel seized a trawler and arrested 16 Indian fishermen from Fairway Boya in the Bay of Bengal for fishing illegally in its waters.",Minor,Bangladesh,2020-12-24 09:09:00,22.49422,89.60161,true,['mongla'],true,"Miscellaneous Events, Maritime Advisory, Individuals in Focus, Public Safety / Security",Administrative Issue,['maritime_security_navigation_disruption'],"In Mongla, Bagerhat, Bangladesh Coast Guard personnel seized a trawler and In Mongla, Bagerhat, Bangladesh Coast Guard personnel seized a trawler and arrested 16 Indian fishermen from Fairway Boya in the Bay of Bengal for fishing illegally in its waters.",in mongla bagerhat bangladesh coast guard personnel seized a trawler and in mongla bagerhat bangladesh coast guard personnel seized a trawler and arrested 16 indian fishermen from fairway boya in the bay of bengal for fishing illegally in its waters
2901,UPDATE: Situation at Port of Ningbo back to normal following congestion,"Updated sources on August 22 indicate that the situation at Ningbo Port has been back to normal. Previously, sources reported that XiaZhi channel leading into the Port of Ningbo-Zhoushan has been closed on August 22 for about 5 hours, due to the congestion of fishing boats with average waiting times for vessels calling at the port reported 10 hours.",Minor,China,2019-08-22 14:39:00,,,true,"['ningbo', 'ningbozhoushan']",true,Port Congestion,Administrative Issue,['port_operational_disruption'],"UPDATE: Situation at Port of Ningbo back to normal following congestion Updated sources on August 22 indicate that the situation at Ningbo Port has been back to normal. Previously, sources reported that XiaZhi channel leading into the Port of Ningbo-Zhoushan has been closed on August 22 for about 5 hours, due to the congestion of fishing boats with average waiting times for vessels calling at the port reported 10 hours.",update situation at port of ningbo back to normal following congestion updated sources on august 22 indicate that the situation at ningbo port has been back to normal previously sources reported that xiazhi channel leading into the port of ningbo zhoushan has been closed on august 22 for about 5 hours due to the congestion of fishing boats with average waiting times for vessels calling at the port reported 10 hours
3190,Authorities allowed ships loaded with cargo to berth,"Industry sources reported that Kuwait’s Ministry of Health recommends allowing ships carrying goods from the Republic of Korea, Italy, Thailand, Singapore, Japan, China and Hong Kong to berth. The circular was released on February 26 and the emphasis remains on prohibiting direct contact with the crew and preventing them from disembarking from the ship for two weeks from the date of their departure from the affected ports.",Moderate,Kuwait,2020-02-27 09:10:00,29.56868,48.13574,false,"['hong kong', 'singapore']",true,Maritime Advisory,Administrative Issue,['maritime_security_navigation_disruption'],"Authorities allowed ships loaded with cargo to berth Industry sources reported that Kuwait’s Ministry of Health recommends allowing ships carrying goods from the Republic of Korea, Italy, Thailand, Singapore, Japan, China and Hong Kong to berth. The circular was released on February 26 and the emphasis remains on prohibiting direct contact with the crew and preventing them from disembarking from the ship for two weeks from the date of their departure from the affected ports.",authorities allowed ships loaded with cargo to berth industry sources reported that kuwait's ministry of health recommends allowing ships carrying goods from the republic of korea italy thailand singapore japan china and hong kong to berth the circular was released on february 26 and the emphasis remains on prohibiting direct contact with the crew and preventing them from disembarking from the ship for two weeks from the date of their departure from the affected ports
847,UPDATE: Delays reported in the Port of Rotterdam due to bad weather effects,"On December 10, updated reports suggest that knock-on effects from adverse weather in the Port of Rotterdam on the past weekend have caused a pilot and tug boat shortages as well as heavy incoming ship traffic. As a result, vessels have been delayed at berth as well as on departure times. Customers should plan shipments and use contingency measures accordingly.",Moderate,Netherlands,2018-10-12 06:28:00,51.94963,4.14527,false,['rotterdam'],true,Port Disruption,Administrative Issue,['port_operational_disruption'],"UPDATE: Delays reported in the Port of Rotterdam due to bad weather effects On December 10, updated reports suggest that knock-on effects from adverse weather in the Port of Rotterdam on the past weekend have caused a pilot and tug boat shortages as well as heavy incoming ship traffic. As a result, vessels have been delayed at berth as well as on departure times. Customers should plan shipments and use contingency measures accordingly.",update delays reported in the port of rotterdam due to bad weather effects on december 10 updated reports suggest that knock on effects from adverse weather in the port of rotterdam on the past weekend have caused a pilot and tug boat shortages as well as heavy incoming ship traffic as a result vessels have been delayed at berth as well as on departure times customers should plan shipments and use contingency measures accordingly
554,"Severe winds impact operations at Pier 1 Container Terminal, Port of Durban",Industry sources indicated that Pier 1 Container Terminal at the Port of Duran has experienced a temporary suspension due to severe winds for its waterside and landside operations at 16:25 (local time) on September 12. It remains unclear when the operations will resume.,Moderate,South Africa,2018-09-13 02:59:00,-29.88182,31.03423,true,['durban'],true,"Port Disruption, Severe Winds",Weather,"['weather_disruption', 'port_operational_disruption']","Severe winds impact operations at Pier 1 Container Terminal, Port of Durban Industry sources indicated that Pier 1 Container Terminal at the Port of Duran has experienced a temporary suspension due to severe winds for its waterside and landside operations at 16:25 (local time) on September 12. It remains unclear when the operations will resume.",severe winds impact operations at pier 1 container terminal port of durban industry sources indicated that pier 1 container terminal at the port of duran has experienced a temporary suspension due to severe winds for its waterside and landside operations at 16 25 local time on september 12 it remains unclear when the operations will resume
3471,Extreme morning traffic congestion near Port of Genoa disrupting operations,"Sources indicate that extensive roadway construction on the Autostradale to the north and west of the Port of Genoa has resulted in extreme traffic congestion and port disruptions in the mornings and some late evenings. Reports suggest that the construction, which is scheduled to run from 22:00 to 06:00, is sometimes running over schedule into the mornings. Resulting from traffic congestion, some reports indicate that police have been able to assist the port such that approximately 5 trucks per 5 minutes are able to leave the area, but this support has been inconsistent. At times, port gates have reportedly been completely blocked. Supply chain managers should anticipate significant cargo transportation disruptions entering and exiting the port during the morning and late evening times as a result.",Severe,Italy,2020-06-30 19:16:00,44.40774,8.89953,false,['genoa'],true,"Roadway Closure / Disruption, Port Disruption",Administrative Issue,['port_operational_disruption'],"Extreme morning traffic congestion near Port of Genoa disrupting operations Sources indicate that extensive roadway construction on the Autostradale to the north and west of the Port of Genoa has resulted in extreme traffic congestion and port disruptions in the mornings and some late evenings. Reports suggest that the construction, which is scheduled to run from 22:00 to 06:00, is sometimes running over schedule into the mornings. Resulting from traffic congestion, some reports indicate that police have been able to assist the port such that approximately 5 trucks per 5 minutes are able to leave the area, but this support has been inconsistent. At times, port gates have reportedly been completely blocked. Supply chain managers should anticipate significant cargo transportation disruptions entering and exiting the port during the morning and late evening times as a result.",extreme morning traffic congestion near port of genoa disrupting operations sources indicate that extensive roadway construction on the autostradale to the north and west of the port of genoa has resulted in extreme traffic congestion and port disruptions in the mornings and some late evenings reports suggest that the construction which is scheduled to run from 22 00 to 06 00 is sometimes running over schedule into the mornings resulting from traffic congestion some reports indicate that police have been able to assist the port such that approximately 5 trucks per 5 minutes are able to leave the area but this support has been inconsistent at times port gates have reportedly been completely blocked supply chain managers should anticipate significant cargo transportation disruptions entering and exiting the port during the morning and late evening times as a result
3151,Adverse weather disrupts cargo movements in Valencia area,Shipping sources on January 20 indicate that heavy rainfall and flooding has impacted ground transportation movements in the greater Valencia area. Many roads remain blocked and shipment delays should be anticipated.,Moderate,Spain,2020-01-20 12:12:00,39.45468,-0.32774,false,['valencia'],true,"Weather Advisory, Ground Transportation Advisory, Flooding",Weather,['weather_disruption'],Adverse weather disrupts cargo movements in Valencia area Shipping sources on January 20 indicate that heavy rainfall and flooding has impacted ground transportation movements in the greater Valencia area. Many roads remain blocked and shipment delays should be anticipated.,adverse weather disrupts cargo movements in valencia area shipping sources on january 20 indicate that heavy rainfall and flooding has impacted ground transportation movements in the greater valencia area many roads remain blocked and shipment delays should be anticipated
4572,UPDATE 1 - Terminal congestion reported at Port of Busan following Tropical Storm Jangmi,"Updated shipping sources indicated on August 13 that the Port of Busan terminal is experiencing congestion due to Tropical Storm Jangmi, which closed the port from August 10 00:01 to August 10 19:00 local time. Pilotage resumed on August 11 00:01 local time.",Moderate,Republic of Korea,2020-11-08 14:21:00,,,true,['busan'],true,Port Congestion,Weather,['port_operational_disruption'],"UPDATE 1 - Terminal congestion reported at Port of Busan following Tropical Storm Jangmi Updated shipping sources indicated on August 13 that the Port of Busan terminal is experiencing congestion due to Tropical Storm Jangmi, which closed the port from August 10 00:01 to August 10 19:00 local time. Pilotage resumed on August 11 00:01 local time.",update 1 terminal congestion reported at port of busan following tropical storm jangmi updated shipping sources indicated on august 13 that the port of busan terminal is experiencing congestion due to tropical storm jangmi which closed the port from august 10 00 01 to august 10 19 00 local time pilotage resumed on august 11 00 01 local time
3966,Port of Kandla hoists Signal No. 1 ahead of cyclonic storm,"According to industry sources, all ports along the coast from Gujarat including the Port of Kandla (Gujarat), Jawaharlal Nehru Port Trust, Mumbai Port in Maharashtra and Mormugao Port in Goa have hoisted Distant Cautionary Signal No. 1 (DC-I) ahead of a cyclonic storm in the Arabian Sea.",Moderate,India,2020-01-06 02:04:00,22.99979,70.19395,true,['jawaharlal nehru'],true,Maritime Advisory,Weather,['maritime_security_navigation_disruption'],"Port of Kandla hoists Signal No. 1 ahead of cyclonic storm According to industry sources, all ports along the coast from Gujarat including the Port of Kandla (Gujarat), Jawaharlal Nehru Port Trust, Mumbai Port in Maharashtra and Mormugao Port in Goa have hoisted Distant Cautionary Signal No. 1 (DC-I) ahead of a cyclonic storm in the Arabian Sea.",port of kandla hoists signal no 1 ahead of cyclonic storm according to industry sources all ports along the coast from gujarat including the port of kandla gujarat jawaharlal nehru port trust mumbai port in maharashtra and mormugao port in goa have hoisted distant cautionary signal no 1 dc i ahead of a cyclonic storm in the arabian sea
2920,Update: Tropical Storm Warning in effect for South Carolina,"Updated sources indicate that the Hurricane Warning from Savannah River to south of Edisto Beach, South Carolina has been changed to a Tropical Storm Warning. A Tropical Storm Warning means that tropical storm conditions are expected within the warning area within 36 hours.",Severe,United States,2019-03-09 20:43:00,32.77044,-79.92899,false,['savannah'],true,Tropical Cyclone / Storm,Weather,['weather_disruption'],"Update: Tropical Storm Warning in effect for South Carolina Updated sources indicate that the Hurricane Warning from Savannah River to south of Edisto Beach, South Carolina has been changed to a Tropical Storm Warning. A Tropical Storm Warning means that tropical storm conditions are expected within the warning area within 36 hours.",update tropical storm warning in effect for south carolina updated sources indicate that the hurricane warning from savannah river to south of edisto beach south carolina has been changed to a tropical storm warning a tropical storm warning means that tropical storm conditions are expected within the warning area within 36 hours
391,Mexico: Tropical Storm Xavier forms off coastline of Colima State,"The National Hurricane Center is monitoring Tropical Storm Xavier off the western coastline of Colima State on Saturday, 3 November. The storm is not expected to make landfall at this time and is forecast to move in a northwest direction early next week; however, some rainfall may be experienced near the coastal areas of Colima and Jalisco states. Currently, the system is located about 600 kilometers southwest of Manzanillo, with wind speeds up to 75 kmh and moving east-northeast at 11 kmh. There are no weather warnings in effect this morning. Clients are advised to monitor weather reports for the latest information. Amend itineraries as necessary if the storm's path changes.",Minor,Mexico,2018-03-11 14:25:00,19.1138,-104.338,false,['manzanillo'],true,Storm,Weather,['weather_disruption'],"Mexico: Tropical Storm Xavier forms off coastline of Colima State The National Hurricane Center is monitoring Tropical Storm Xavier off the western coastline of Colima State on Saturday, 3 November. The storm is not expected to make landfall at this time and is forecast to move in a northwest direction early next week; however, some rainfall may be experienced near the coastal areas of Colima and Jalisco states. Currently, the system is located about 600 kilometers southwest of Manzanillo, with wind speeds up to 75 kmh and moving east-northeast at 11 kmh. There are no weather warnings in effect this morning. Clients are advised to monitor weather reports for the latest information. Amend itineraries as necessary if the storm's path changes.",mexico tropical storm xavier forms off coastline of colima state the national hurricane center is monitoring tropical storm xavier off the western coastline of colima state on saturday 3 november the storm is not expected to make landfall at this time and is forecast to move in a northwest direction early next week however some rainfall may be experienced near the coastal areas of colima and jalisco states currently the system is located about 600 kilometers southwest of manzanillo with wind speeds up to 75 kmh and moving east northeast at 11 kmh there are no weather warnings in effect this morning clients are advised to monitor weather reports for the latest information amend itineraries as necessary if the storm's path changes
