id,input_text,stage_a_predictions,stage_b_predictions,route_to_stage_c,accepted_predictions,stage_c_route_reason,stage_b_probabilities
3374,"Container ship store theft reported at Manila Anchorage Sources indicate that on July 20 at 03:40, members of the crew of the container ship """"Newark"""" (IMO 9322504) detected that a series of padlocks protecting the ship stores had been broken while the vessel was stationed at Manila Anchorage. It is understood that numerous valuables including paint and welding machines. immersion suits, breathing apparatus, and other items. It is understood that the Philippine Coast Guard attended the scene, and the vessel departed the area on July 21.",[],"[""maritime_security_navigation_disruption""]",False,"[""maritime_security_navigation_disruption""]",stage_a_empty_stage_b_confident,"{""weather_disruption"": 0.019573, ""natural_disaster"": 0.020002, ""port_operational_disruption"": 0.368353, ""port_closure"": 0.023226, ""labor_strike_disruption"": 0.164391, ""maritime_security_navigation_disruption"": 0.95777}"
2548,"UPDATE - Canada: Public transportation strike to commence Friday, 1 November, in Metro Vancouver Updated sources indicate that the previously threatened public transportation strike action will commence on Friday, 1 November, in the Metro Vancouver area. Contract discussions between the Coast Mountain Bus Company (CMBC) and Unifor, the main union representing employees, reportedly broke down on Thursday. Limited disruption is anticipated as a result of the action, which will likely begin at 08:00 local time.","[""labor_strike_disruption""]","[""labor_strike_disruption""]",False,"[""labor_strike_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.033321, ""natural_disaster"": 0.057461, ""port_operational_disruption"": 0.064554, ""port_closure"": 0.007603, ""labor_strike_disruption"": 0.983264, ""maritime_security_navigation_disruption"": 0.08431}"
2037,Port of Balboa - Workers have ended their strike after reaching an agreement. Incident closed. Media sources report that Hutchison Ports workers have ended their strike at the Port of Balboa after reaching an agreement. This incident is closed.,"[""labor_strike_disruption""]","[""labor_strike_disruption""]",False,"[""labor_strike_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.111239, ""natural_disaster"": 0.00772, ""port_operational_disruption"": 0.044579, ""port_closure"": 0.622654, ""labor_strike_disruption"": 0.95902, ""maritime_security_navigation_disruption"": 0.321284}"
5627,"UPDATE 1 - Port operations suspended at Port of Batangas amid Typhoon Vamco Industry sources indicate on November 13 that the Philippines Bureau of Customs (BOC) has suspended port operations in Manila, Laguna, and Batangas amid Typhoon Vamco.  In addition, International Container Terminal Services, Asian Terminals Inc, and Laguna Gateway International Container terminal have suspended port operations at sea ports in Manila, Laguna, and Batangas. Customers should expect further delays and plan accordingly due to the ongoing situation.","[""weather_disruption"", ""port_closure""]","[""maritime_security_navigation_disruption""]",True,[],predictions_disagree,"{""weather_disruption"": 0.437933, ""natural_disaster"": 0.012766, ""port_operational_disruption"": 0.443982, ""port_closure"": 0.681373, ""labor_strike_disruption"": 0.019729, ""maritime_security_navigation_disruption"": 0.661467}"
4574,"UPDATE 1 - The International Transport Workers’ Federation (ITF) and the International The International Transport Workers’ Federation (ITF) and the International Maritime Employers’ Council (IMEC) jointly contributed a sum of USD500,000 to the Singapore Shipping Tripartite Alliance Resilience (SG-STAR) Fund to support countries for crew change.",[],"[""maritime_security_navigation_disruption""]",False,"[""maritime_security_navigation_disruption""]",stage_a_empty_stage_b_confident,"{""weather_disruption"": 0.008189, ""natural_disaster"": 0.055763, ""port_operational_disruption"": 0.165588, ""port_closure"": 0.004052, ""labor_strike_disruption"": 0.528846, ""maritime_security_navigation_disruption"": 0.914194}"
4965,"Approximately 115 Nm south of Lomé, suspected pirates attacked the 'M/T PTI Approximately 115 Nm south of Lomé, suspected pirates attacked the 'M/T PTI Nile' fuel tanker without causing any casualties or damages.","[""maritime_security_navigation_disruption""]","[""maritime_security_navigation_disruption""]",False,"[""maritime_security_navigation_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.076593, ""natural_disaster"": 0.093632, ""port_operational_disruption"": 0.168053, ""port_closure"": 0.007442, ""labor_strike_disruption"": 0.128385, ""maritime_security_navigation_disruption"": 0.793421}"
2764,UPDATE: Average waiting times decrease to 12 hours at Port of Busan Shipping sources on September 25 report that average waiting times at the Port of Busan have decreased to 12 hours from the initial 24-36 hours at the start of the week due to the closure of the port last weekend.,"[""port_operational_disruption"", ""port_closure""]","[""port_operational_disruption""]",True,[],predictions_disagree,"{""weather_disruption"": 0.250124, ""natural_disaster"": 0.004933, ""port_operational_disruption"": 0.981759, ""port_closure"": 0.100123, ""labor_strike_disruption"": 0.039937, ""maritime_security_navigation_disruption"": 0.014401}"
5484,"THE Alliance blanks PS3 service Asia-India weeks 44, 46; India-Asia weeks 46, 48 Sources indicated on October 16 that THE Alliance (consisting of Hyundai Merchant Marine, Hapag-Lloyd, Ocean Network Express, and Yang Ming) has blanked its PS3 service from Asia to India for weeks 44 and 46 along with India to Asia for weeks 46 and 48. The following ports of call are understood to be affected: 

Nhava Sheva – Pipavav – Colombo – Port Kelang – Singapore – Cai Mep – Haiphong – LA/LB – Oakland – Pusan – Shanghai – Ningbo – Shekou – Singapore – Port Kelang – Nhava Sheva",[],"[""maritime_security_navigation_disruption""]",False,"[""maritime_security_navigation_disruption""]",stage_a_empty_stage_b_confident,"{""weather_disruption"": 0.031089, ""natural_disaster"": 0.026272, ""port_operational_disruption"": 0.105745, ""port_closure"": 0.091452, ""labor_strike_disruption"": 0.056414, ""maritime_security_navigation_disruption"": 0.964684}"
1332,"Catalonia - Thousands of people protested across the region on Thursday. Incident closed. Thousands of protesters demonstrated across Catalonia on Thursday against the trial of 12 separatist political leaders. Demonstrations were reported at multiple locations in Barcelona including Plaza Catalunya, Plaza Universitat, Avenida Diagonal, Avenida Meridiana, Gran Via, Calle de Sants, Ronda General Miter, and Plaza Lesseps. Demonstrators disrupted rail traffic and blocked numerous roads. Around 500 participated in a demonstration in Girona, and temporarily occupied an unspecified banking office. Demonstrators protested at the Lleida urban bus station in Lleida and outside of the University of Lleida. In Tarragona, protesters reportedly blocked access to an unspecified port. In total, four people were arrested and 28 people were injured during the protests; including 12 police officers. This incident is closed.",[],"[""labor_strike_disruption""]",False,"[""labor_strike_disruption""]",stage_a_empty_stage_b_confident,"{""weather_disruption"": 0.02434, ""natural_disaster"": 0.04508, ""port_operational_disruption"": 0.030534, ""port_closure"": 0.015174, ""labor_strike_disruption"": 0.990201, ""maritime_security_navigation_disruption"": 0.029208}"
2046,Port of Charleston faces increased berthing times of 1-2 days following Hurricane Dorian Shipping sources on September 18 report that average waiting times for vessels calling at the Port of Charleston have increased to 1-2 days on average following the closure of the port due to Hurricane Dorian. The delay of the calling vessel further depends on the size and draft of the vessel.,"[""weather_disruption"", ""port_operational_disruption"", ""port_closure""]","[""weather_disruption"", ""port_operational_disruption""]",True,[],predictions_disagree,"{""weather_disruption"": 0.696906, ""natural_disaster"": 0.004573, ""port_operational_disruption"": 0.965842, ""port_closure"": 0.166026, ""labor_strike_disruption"": 0.014235, ""maritime_security_navigation_disruption"": 0.126535}"
3018,"Valencia - Port truck drivers to drive through multiple areas of the city from 10:30 AM on Sat, 3/2. Media sources report that truck drivers with the Port Transport Association of the Valencian Community plan to drive through multiple areas of Valencia from 10:30 AM local time on Saturday, March 2. The group has called the demonstration against reported economic and psychological abuses in the industry. Protesters plan to drive along Avendia de la Tres Cruces, Avenida del Cid, Gran Via Marques del Turia, Avendia del Puerto, before ending the demonstration near Calle Ejercito Espanol. The size and duration of the protest have not been immediately reported. Localized disruptions should be expected.",[],"[""labor_strike_disruption""]",False,"[""labor_strike_disruption""]",stage_a_empty_stage_b_confident,"{""weather_disruption"": 0.005909, ""natural_disaster"": 0.012945, ""port_operational_disruption"": 0.155898, ""port_closure"": 0.008799, ""labor_strike_disruption"": 0.988657, ""maritime_security_navigation_disruption"": 0.195549}"
4019,Port Said not operating between 19:00 and 06:00 local time daily due to government curfew Shipping sources on March 30 report that Port Said will not operate between 19:00 and 06:00 local time on a daily basis due to a government curfew preventing workers to reach the terminals. Customers should expect delays in container handling.,[],"[""port_operational_disruption""]",False,"[""port_operational_disruption""]",stage_a_empty_stage_b_confident,"{""weather_disruption"": 0.282992, ""natural_disaster"": 0.001064, ""port_operational_disruption"": 0.868314, ""port_closure"": 0.7205, ""labor_strike_disruption"": 0.118458, ""maritime_security_navigation_disruption"": 0.153002}"
5723,"Vessel waiting times likely to worsen to 8-9 days at Port of Melbourne; recovery expected in January 2021 - UPDATE 3 Updated shipping sources on December 11 report that vessels continue to face waiting times of 5-7 days if arriving outside their berthing window at the Port of Melbourne. This is largely due to larger vessels arriving late. Congestion is likely to increase to 8-9 days on average in the comings weeks due to the holiday period, with recovery expected only in January 2021.","[""port_operational_disruption""]","[""port_operational_disruption""]",False,"[""port_operational_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.204487, ""natural_disaster"": 0.003343, ""port_operational_disruption"": 0.99047, ""port_closure"": 0.04949, ""labor_strike_disruption"": 0.052002, ""maritime_security_navigation_disruption"": 0.077072}"
2489,"United Kingdom: 'Fridays for Future' Climate Change Strike is taking place across the country on 20 September The Global Climate Strike is taking place across the world today, with gatherings scheduled in the United Kingdom. The first strike will coincide with the UN emergency climate action summit in New York, with the purpose of raising awareness of climate change. The strikes will begin in Millbank in Westminster (London) at 11:00 local time. Other events in London will take place in Islington, Bethnal Green and Hammersmith. Other main cities involved in the protests include Manchester, Newcastle Upon Tyne, Bournemouth, Edinburgh, Cardiff, Belfast, Bath (Guildhall until 14:00), Birmingham (Tanhouse Avenue until 16:00), Brighton, and Bristol (College Green until 17:00). A second strike will also take place on Friday 27 September.","[""labor_strike_disruption""]","[""labor_strike_disruption""]",False,"[""labor_strike_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.049453, ""natural_disaster"": 0.021886, ""port_operational_disruption"": 0.02441, ""port_closure"": 0.006149, ""labor_strike_disruption"": 0.997097, ""maritime_security_navigation_disruption"": 0.024826}"
596,Spain: Barcelona Metro workers call for 24-hour strike on 31 December Spanish media sources indicate Barcelona Metro workers have called for a 24-hour strike from 06:00 local time on 31 December. Employees working as security guards at stations will reportedly call for improved working conditions. It is unclear if the strike will impact metro services at this stage. Travellers are advised to check media sources for the latest details and consider using alternative modes of transport during the industrial action.,"[""labor_strike_disruption""]","[""labor_strike_disruption""]",False,"[""labor_strike_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.020387, ""natural_disaster"": 0.034709, ""port_operational_disruption"": 0.062188, ""port_closure"": 0.007331, ""labor_strike_disruption"": 0.994016, ""maritime_security_navigation_disruption"": 0.024333}"
1428,"Costa Rica - Costa Rican Social Security Fund officials held a strike on Sept 10. Incident closed. Media sources reported that officials with the Costa Rican Social Security Fund (CCSS) held a strike on Tuesday, September 10. An associated protest was held outside of the CCSS offices, located in the area of Paseo Colon and Cl 16, at 9:00 AM local time. Expect possible residual medical service disruptions. This incident is closed.","[""labor_strike_disruption""]","[""labor_strike_disruption""]",False,"[""labor_strike_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.014726, ""natural_disaster"": 0.101244, ""port_operational_disruption"": 0.004508, ""port_closure"": 0.043513, ""labor_strike_disruption"": 0.991223, ""maritime_security_navigation_disruption"": 0.209695}"
2086,Port of Ningbo’s waiting time around 1-day Shipping sources on November 1 indicate that average waiting time for vessels at the Port of Ningbo is around 1 –day as the fishing boats have impeded Xiazhi Men Channel. The waiting time will remain the same for the next 3-days.,"[""port_operational_disruption""]","[""port_operational_disruption""]",False,"[""port_operational_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.163476, ""natural_disaster"": 0.005275, ""port_operational_disruption"": 0.983148, ""port_closure"": 0.206734, ""labor_strike_disruption"": 0.022916, ""maritime_security_navigation_disruption"": 0.085033}"
2616,"UPDATE - Spain: Uber vehicle reportedly damaged by striking taxi drivers in Barcelona Local reports have confirmed that an Uber vehicle has been damaged by a group of taxi drivers along Ronda Litoral in Barcelona on Monday. Images show broken glass and tyres slashed following the incident, with no reports of the driver or passengers sustaining injuries. The taxi drivers are currently conducting an indefinite taxi strike in Barcelona over app based VTC services such as Uber.
 Travellers are advised to urge extra caution if travelling with Uber services today and bypass any demonstrations conducted by the taxi drivers.","[""labor_strike_disruption""]","[""labor_strike_disruption""]",False,"[""labor_strike_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.059039, ""natural_disaster"": 0.114125, ""port_operational_disruption"": 0.360345, ""port_closure"": 0.019254, ""labor_strike_disruption"": 0.877714, ""maritime_security_navigation_disruption"": 0.076581}"
2567,"UPDATE - Hong Kong: Police and protesters continue to clash in SAR; students call strike action for 2 October Latest reports indicate that clashes are continuing on Tuesday night, local time, involving police and protesters in Hong Kong. It is reported within the past hour officers have fired tear gas in Mong Kok, where the situation is described as tense. It is also reported that in total 44 out of 91 MTR stations are closed, with Po Lam being the latest to close. In addition, a small section of demonstrators have set off fireworks along Nathan Road in Mong Kok. Sources are stating that 51 people are injured and a further 100 are being detained by police. Meanwhile, police are protecting the operating theatre at Queen Elizabeth hospital where a protester is undergoing surgery after being shot by an officer at a short distance. Several government offices have been vandalised. In response to today's events student groups have called for a class strike on Wednesday 2 October.","[""labor_strike_disruption""]","[""labor_strike_disruption""]",False,"[""labor_strike_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.018156, ""natural_disaster"": 0.032536, ""port_operational_disruption"": 0.02694, ""port_closure"": 0.012867, ""labor_strike_disruption"": 0.983127, ""maritime_security_navigation_disruption"": 0.09515}"
3714,"Low visibility likely to cause Dalian Port to close on Aug 2 On July 31, shipping sources report that low visibility is expected to affect operations at the Port of Dalian in China on August 2, likely causing the port to close on that day.","[""port_operational_disruption"", ""port_closure""]","[""weather_disruption"", ""port_closure""]",True,[],predictions_disagree,"{""weather_disruption"": 0.809061, ""natural_disaster"": 0.007908, ""port_operational_disruption"": 0.479147, ""port_closure"": 0.893949, ""labor_strike_disruption"": 0.051143, ""maritime_security_navigation_disruption"": 0.207468}"
3027,Vessel traffic at Port Freeport suspended due to heavy fog Sources indicate that vessel traffic at Port Freeport may currently be suspended due to heavy fog conditions. Sources indicate that a berthing backlog of up approximately 24 hours may now be occurring. Disruptions are understood to have begun on December 26. The duration of fog conditions is not known.,"[""port_operational_disruption""]","[""weather_disruption"", ""port_operational_disruption""]",True,[],predictions_disagree,"{""weather_disruption"": 0.871924, ""natural_disaster"": 0.00379, ""port_operational_disruption"": 0.917757, ""port_closure"": 0.491709, ""labor_strike_disruption"": 0.08133, ""maritime_security_navigation_disruption"": 0.361949}"
3059,"Vessels’ waiting time around 1-day at Port of Hong Kong An average waiting time at the Port of Hong Kong is around 1-day . However, it may increase to 1.5 days in the coming 2-days.","[""port_operational_disruption""]","[""port_operational_disruption""]",False,"[""port_operational_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.060682, ""natural_disaster"": 0.004476, ""port_operational_disruption"": 0.975454, ""port_closure"": 0.099464, ""labor_strike_disruption"": 0.018034, ""maritime_security_navigation_disruption"": 0.186581}"
4398,UPDATE 1 - Average waiting times decrease to 24 hours at Guandong International Container Terminal Industry sources on January 21 indicate that the average waiting time for vessels at the Shanghai Guandong International Container terminal at Yangshan Port has decreased to 24 hours.,"[""port_operational_disruption""]","[""port_operational_disruption""]",False,"[""port_operational_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.055162, ""natural_disaster"": 0.009286, ""port_operational_disruption"": 0.976151, ""port_closure"": 0.115777, ""labor_strike_disruption"": 0.024047, ""maritime_security_navigation_disruption"": 0.072219}"
228,"Eastern China   Cleanup operations continue after flooding impacted the area. Incident closed. Media sources reported that heavy rainfall from the remnants of Tropical Storm Rumbia caused flooding in the eastern provinces of Shandong, Liaoning, Jiangsu, Anhui, and Henan. Flooding was reported in Quanzhou City. At least 32 people were killed since Rumbia made landfall including 14 people killed in Shandong and 12 people killed in Anhui. At least 15 people were missing. One police officer participating in rescue operations was killed in Shouguang and one other police officer went missing. More than 10,000 firefighters were deployed to Shouguang due to the flooding. 

Approximately 140,000 people were displaced, including 102,800 in Shandong Province and 37,800 in Liaoning Province. More than 34,400 homes were damaged, an estimated 110,000 greenhouse farms were damaged, and almost 820,000 acres of cropland was destroyed. The damage to crops in Shouguang caused Shandong to raise produce prices. Flooding reportedly caused economic losses of US$ 1.45 billion in Shandong. Residual disruptions may persist as cleanup operations continue. This incident is closed.","[""weather_disruption""]","[""weather_disruption""]",False,"[""weather_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.939082, ""natural_disaster"": 0.263303, ""port_operational_disruption"": 0.035609, ""port_closure"": 0.07678, ""labor_strike_disruption"": 0.023212, ""maritime_security_navigation_disruption"": 0.086413}"
1024,"2 robbers spotted in engine room of cargo ship at Jakarta Container Terminal Intelligence obtained by Everstream Analytics indicates that on April 26 at 9pm local time, 2 robbers were spotted in the engine room of cargo ship """"Jackson Bay"""" (IMO 9322358) while it was in the vicinity of the Jakarta Container Terminal. On-duty crew sounded an alarm which caused the perpetrators to flee. No items were reported stolen.",[],"[""maritime_security_navigation_disruption""]",False,"[""maritime_security_navigation_disruption""]",stage_a_empty_stage_b_confident,"{""weather_disruption"": 0.017993, ""natural_disaster"": 0.013752, ""port_operational_disruption"": 0.164066, ""port_closure"": 0.003494, ""labor_strike_disruption"": 0.185677, ""maritime_security_navigation_disruption"": 0.950428}"
1107,"Aptiv Wire & Cable workers in Ciudad Victoria threaten to go strike Local media sources reported that the manufacturing workers at Aptiv (formerly Delphi) Wire & Cable Plant 1 and 2 in Ciudad Victoria, Tamaulipas have threaten to go on strike if a satisfactory collective agreement cannot be reached before February 7. The general secretary of the Industrial Union of Maquiladora Workers in Ciudad Victoria expressed that the the union is requesting a salary increase of 30 percent, after the contract between that union and the maquiladora company expired on Wednesday, January 16. According to its website, Aptiv is a global auto parts company which specializes in the manufacturing of vehicle electrical systems, integrating wiring and cable assemblies, electrical centers and connection systems.","[""labor_strike_disruption""]","[""labor_strike_disruption""]",False,"[""labor_strike_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.014749, ""natural_disaster"": 0.110578, ""port_operational_disruption"": 0.060026, ""port_closure"": 0.008904, ""labor_strike_disruption"": 0.9763, ""maritime_security_navigation_disruption"": 0.15036}"
3575,"Hapag Lloyd announces blank sailing on AL4 service from June 24 Sources indicate that the shipping company Hapag Lloyd has announced that it will blank its Atlantic Loop 1 (AL4) services for Weeks 26 and 29 that were scheduled to begin on June 24 (westbound) and July 17 (eastbound) in London and Veracruz, respectively. Ports that may be impacted are understood to be as follows:
Westbound: London (June 24, July 15) > Antwerp > Hamburg > Le Havre > Veracruz
Eastbound: Veracruz (July 17, August 7) > Altamira > Houston > New Orleans > London","[""maritime_security_navigation_disruption""]","[""maritime_security_navigation_disruption""]",False,"[""maritime_security_navigation_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.342225, ""natural_disaster"": 0.007899, ""port_operational_disruption"": 0.15172, ""port_closure"": 0.120011, ""labor_strike_disruption"": 0.025651, ""maritime_security_navigation_disruption"": 0.977059}"
2098,Port of Tokyo faces congestion Industry sources report on October 2 that the Port of Tokyo is currently congested with vessels berthing at the container yard. Average waiting time is likely to be around 24-hours or more.,"[""port_operational_disruption""]","[""port_operational_disruption""]",False,"[""port_operational_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.093294, ""natural_disaster"": 0.004147, ""port_operational_disruption"": 0.981654, ""port_closure"": 0.210077, ""labor_strike_disruption"": 0.029895, ""maritime_security_navigation_disruption"": 0.042393}"
1547,Fog likely to cause disruptions to Port of Houston Local sources on February 1 indicate that dense fog at the Port of Houston is likely to affect the port’s operations as well as vessels’ movements in the area. Average waiting time is likely to be at least 24-hours or more.,"[""port_operational_disruption""]","[""weather_disruption"", ""port_operational_disruption""]",True,[],predictions_disagree,"{""weather_disruption"": 0.915454, ""natural_disaster"": 0.003665, ""port_operational_disruption"": 0.874635, ""port_closure"": 0.234126, ""labor_strike_disruption"": 0.031206, ""maritime_security_navigation_disruption"": 0.133257}"
2127,"Power shutdown scheduled for May 1 at Jawaharlal Nehru Port According to industry source, APMT, Mumbai has announced that as part of the annual power shutdown as announced by JNPT towards undertaking allied maintenance activities, the terminal shall have limited operations between 0800 Hours and 1700 Hours on May 1, 2019. Terminal operations on the Quayside and Rail siding shall be impacted due to the above activities, however, the terminal Gate and Yard operations shall continue as per normal.",[],[],True,[],both_stages_empty,"{""weather_disruption"": 0.323327, ""natural_disaster"": 0.021914, ""port_operational_disruption"": 0.20377, ""port_closure"": 0.729421, ""labor_strike_disruption"": 0.345067, ""maritime_security_navigation_disruption"": 0.049107}"
1021,"2 cargo ships drag anchor, collide during typhoon in Yokohama Bay Sources indicate that on September 9 at 02:50 local time, the cargo ship """"Jin Ao"""" (IMO 9565132) and the cargo ship """"Asian Joy"""" (IMO 9409704) collided after dragging anchors under typhoon conditions in the Yokohama Bay. The extent of damages are not known. Both vessels were able to move away from the area under their own power.","[""weather_disruption""]","[""weather_disruption""]",False,"[""weather_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.548658, ""natural_disaster"": 0.10468, ""port_operational_disruption"": 0.276141, ""port_closure"": 0.192848, ""labor_strike_disruption"": 0.019316, ""maritime_security_navigation_disruption"": 0.574953}"
582,"South Korea - GM Korea workers called for two four-hour strikes on Wednesday. Incident closed. Media sources reported that unionized GM Korea workers planned to hold two four-hour strikes at multiple facilities across South Korea on Wednesday, December 19. Approximately 11,000 employees with the Korean Metal Workers  Union were expected participate in the strike, with half of the participants stopping work for four hours beginning at 11:40 AM local time, with the other half striking for four hours beginning at 8:20 PM. Facilities that were expected to be impacted by the work stoppage included factories at Bupyeong in Incheon, and at Changwon in South Gyeongsang. The labor action was called in relation to fears of scaled back GM production in South Korea. This incident is closed.","[""labor_strike_disruption""]","[""labor_strike_disruption""]",False,"[""labor_strike_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.006904, ""natural_disaster"": 0.044177, ""port_operational_disruption"": 0.016102, ""port_closure"": 0.014059, ""labor_strike_disruption"": 0.988201, ""maritime_security_navigation_disruption"": 0.037754}"
356,"London - Some bus workers were on strike on Friday; 13 routes were impacted. Incident closed. An unspecified number of bus workers were on strike across London on Friday. Reports indicate that 13 routes, including S3, 467, 404, 413, K5, 465, 633, 293, S1, 470, 463, 418, and 406 were impacted as a result. The strike was a 24-hour action, with no indications of continuing into Saturday. This incident is closed.","[""labor_strike_disruption""]","[""labor_strike_disruption""]",False,"[""labor_strike_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.049983, ""natural_disaster"": 0.055811, ""port_operational_disruption"": 0.020528, ""port_closure"": 0.037209, ""labor_strike_disruption"": 0.992707, ""maritime_security_navigation_disruption"": 0.083247}"
4693,"UPDATE 2 - Southern Texas - State disaster declaration and federal emergency declaration issued due to storm. Event closed. Multiple sources report Governor Greg Abbott issued a disaster declaration for 32 counties in response to Hurricane Hanna impacting southern Texas. In addition, President Donald Trump and the Federal Emergency Management Agency (FEMA) approved a federal emergency declaration in response to the hurricane. The storm has since dissipated but caused flash flooding and power outages across portions of southern Texas. The state and federal declarations allowed for the activation of additional resources and additional funding to support response and recovery efforts. 
 
The counties included in the Texas disaster declaration are: Aransas, Bee, Bexar, Brazoria, Brooks, Calhoun, Cameron, Dimmit, Duval, Fort Bend, Galveston, Goliad, Harris, Hidalgo, Jackson, Jim Hogg, Jim Wells, Kenedy, Kleburg, La Salle, Live Oak, Matagorda, McMullen, Nueces, Refugio, San Patricio, Starr, Victoria, Webb, Wharton, Willacy, and Zapata Event closed.","[""weather_disruption""]","[""weather_disruption""]",False,"[""weather_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.961805, ""natural_disaster"": 0.126021, ""port_operational_disruption"": 0.005992, ""port_closure"": 0.065279, ""labor_strike_disruption"": 0.135484, ""maritime_security_navigation_disruption"": 0.17382}"
1550,"Fort Wayne, Green Bay, and Hopkins   UNFI workers to resume work; strike over. Incident closed. Media sources reported that workers at United Natural Foods, Inc. (UNFI) distribution centers in Fort Wayne, Green Bay, and Hopkins are expected to return to work, officially ending their strike that was initiated over perceived unfair labor practices following the expiration of a collective bargaining agreement. The strike started on December 12 with Teamsters Local 414 union at the Fort Wayne UNFI distribution center, located on Investment Dr near Production Rd. Two UNFI distribution centers in Green Bay, Wisconsin and Hopkins, Minnesota joined the strike later to show solitary. The warehouse in Green Bay is located near Joannes Ave and S Broadway and the warehouse in Hopkins is located near Jefferson Ave S and 3rd St. At least 700 Teamsters Local 120 members participated in the strike in Hopkins and 150 Teamsters Local 662 participated in Green Bay. The strike included UNFI drivers, warehouse workers, and maintenance workers. Picket lines were reported at the participating distribution centers during the strike. The workers supply food and related products to grocery stores, and the strike was affecting customers in Illinois, Indiana, Ohio, Kentucky, Michigan, West Virginia, and Kentucky. In the U.S. and Canada, UNFI is the largest wholesale distributor to natural and organic retailers. Domestically, UNFI is the second-largest grocery wholesaler, and supplies and distributes wholesale groceries to over 3,000 owned, franchised and affiliated stores across the U.S., including Whole Foods and Amazon. This incident is closed.","[""labor_strike_disruption""]","[""labor_strike_disruption""]",False,"[""labor_strike_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.009848, ""natural_disaster"": 0.013548, ""port_operational_disruption"": 0.09276, ""port_closure"": 0.009296, ""labor_strike_disruption"": 0.98649, ""maritime_security_navigation_disruption"": 0.071084}"
831,UPDATE: Berth and yard congestion continues at Port of Vancouver Shipping sources indicate on November 2 that berth and yard congestion at the Port of Vancouver continues to cause some container vessels to be delayed. The congestion has been attributed to rail dwells which have increased to up to 6 days on average at the end of October. The high dwells are expected to last until mid-November 2018.,"[""port_operational_disruption""]","[""port_operational_disruption""]",False,"[""port_operational_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.239715, ""natural_disaster"": 0.008947, ""port_operational_disruption"": 0.975556, ""port_closure"": 0.058424, ""labor_strike_disruption"": 0.069163, ""maritime_security_navigation_disruption"": 0.064889}"
3420,"Dekheila Port closes due to severe weather Arabic-language media sources indicate on March 18 that Dekheila Port is closed due to severe weather, as of March 17. According to sources, Authorities have also announced the closure of Alexandria Port; however, loading and unloading of cargo, along with movement into and out of the ports remain as usual.","[""weather_disruption"", ""port_closure""]","[""weather_disruption"", ""port_closure""]",False,"[""weather_disruption"", ""port_closure""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.975114, ""natural_disaster"": 0.026057, ""port_operational_disruption"": 0.28327, ""port_closure"": 0.959739, ""labor_strike_disruption"": 0.013527, ""maritime_security_navigation_disruption"": 0.24483}"
5387,Protesters cut off access to Maersk in Colon Local media sources indicate on November 17 that protesters blocked off access to a Maersk facility in Colon on November 17 for 1 hour to protest alleged monopolization of the area's cargo shipping trade by the company.,[],"[""labor_strike_disruption""]",False,"[""labor_strike_disruption""]",stage_a_empty_stage_b_confident,"{""weather_disruption"": 0.015582, ""natural_disaster"": 0.011902, ""port_operational_disruption"": 0.060381, ""port_closure"": 0.175111, ""labor_strike_disruption"": 0.986344, ""maritime_security_navigation_disruption"": 0.283148}"
2309,"Strike at Port of Balboa impedes cargo movements Local sources on January 22 indicate that crane operators are on strike at the Port of Balboa. While negotiations are underway, the strike has left the streets blocked with limited access to the port. Hence, movements of cargo have been impacted. Customers with the shipments planned for Port of Balboa are advice to hold shipments until the strikes end.","[""labor_strike_disruption""]","[""port_operational_disruption"", ""labor_strike_disruption""]",True,[],predictions_disagree,"{""weather_disruption"": 0.069661, ""natural_disaster"": 0.008537, ""port_operational_disruption"": 0.65101, ""port_closure"": 0.116811, ""labor_strike_disruption"": 0.907975, ""maritime_security_navigation_disruption"": 0.065075}"
