dataset_split,row_index,id,inspected_risk,error_type,selection,Headline,Details,Category,Summarized_label,maritime_label,true_risks,stage_a_predictions,risk_score,matched_strong_evidence,matched_supporting_evidence,applied_context_bonuses,prediction_explanation
final_test,367,2057,port_operational_disruption,false_negative,complete,Port of Felixstowe experiences low productivity,Local sources indicate that low productivity has been reported at Port of Felixstowe due to multiple delays and extended berthing windows. It remains unclear when the situation will normalize.,"Port Disruption,Port Congestion",Administrative Issue,False,"[""port_operational_disruption""]",[],2,[],"[{""rule_id"": ""delay"", ""label"": ""delay"", ""match"": ""delays"", ""weight"": 1, ""span"": [149, 155]}]","{""text_context"": 1, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",rejected: score 2 < 4
final_test,368,2441,labor_strike_disruption,false_positive,complete,Trucker strike and equipment shortage leads to congestion in Port of Durban,"Shipping sources report on September 5 that the trucker strike on September 2 as well as an equipment shortage have led to congestion at terminals in the Port of Durban, which is likely to last for the remainder of the week. Longer shipping times should be expected.",Port Congestion,Worker Strike,True,"[""port_operational_disruption""]","[""port_operational_disruption"", ""labor_strike_disruption""]",4,"[{""rule_id"": ""strike"", ""label"": ""strike action"", ""match"": ""strike"", ""weight"": 3, ""span"": [8, 14]}]",[],"{""text_context"": 1, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",predicted: score 4 >= 4 with required context satisfied
final_test,369,2695,weather_disruption,false_positive,complete,UPDATE 2: Most operations resume at Port of Durban following bad weather,"Shipping sources indicate on November 14 that most port operations have resumed since about 16:00 locla time following adverse weather conditions. Previously, shipping sources on November 13 indicate that strong winds are likely to affect shipping operations at the Port of Durban all day on November 14, 15 and 16. Customers should expect congestion issues to worsen during this period.",Port Disruption,Weather,False,"[""port_operational_disruption""]","[""weather_disruption"", ""port_operational_disruption""]",7,"[{""rule_id"": ""severe_wind"", ""label"": ""severe/strong/high wind"", ""match"": ""strong winds"", ""weight"": 3, ""span"": [275, 287]}, {""rule_id"": ""severe_weather"", ""label"": ""severe/bad weather"", ""match"": ""bad weather"", ""weight"": 3, ""span"": [60, 71]}]","[{""rule_id"": ""weather"", ""label"": ""weather"", ""match"": ""weather"", ""weight"": 1, ""span"": [199, 206]}]","{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",predicted: score 7 >= 3 with required context satisfied
final_test,373,314,weather_disruption,false_positive,complete,Increased truck congestion reported at Port of Manzanillo,Local sources reported on October 24 that hundreds of cargo vehicles were stranded on the Jalipa-Puerto highway that leads to the Port of Manzanillo industrial area due to flooding and heavy rain that have affected the region in recent days. The increased traffic congestion starts outside the gates of the Port of Manzanillo up to the old Tapeixtles shed on the El Naranjo bypass.,Port Congestion,Weather,False,"[""port_operational_disruption""]","[""weather_disruption"", ""port_operational_disruption""]",6,"[{""rule_id"": ""heavy_rain"", ""label"": ""heavy rain/rainfall"", ""match"": ""heavy rain"", ""weight"": 3, ""span"": [243, 253]}, {""rule_id"": ""flood"", ""label"": ""flood/flooding"", ""match"": ""flooding"", ""weight"": 3, ""span"": [230, 238]}]",[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",predicted: score 6 >= 3 with required context satisfied
final_test,375,5471,weather_disruption,false_positive,complete,Strong winds may disrupt operations at Port of Felixstowe on Oct 24-25,"On October 22, industry sources report that strong winds are forecast at the Port of Felixstowe, UK, from 13:00 local time on October 24 to 04:00 on October 25, with a high likelihood of cargo operations being stopped during this period.",Port Disruption,Weather,False,"[""port_operational_disruption""]","[""weather_disruption""]",4,"[{""rule_id"": ""severe_wind"", ""label"": ""severe/strong/high wind"", ""match"": ""strong winds"", ""weight"": 3, ""span"": [0, 12]}]","[{""rule_id"": ""wind"", ""label"": ""wind"", ""match"": ""winds"", ""weight"": 1, ""span"": [121, 126]}]","{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",predicted: score 4 >= 3 with required context satisfied
final_test,375,5471,port_operational_disruption,false_negative,complete,Strong winds may disrupt operations at Port of Felixstowe on Oct 24-25,"On October 22, industry sources report that strong winds are forecast at the Port of Felixstowe, UK, from 13:00 local time on October 24 to 04:00 on October 25, with a high likelihood of cargo operations being stopped during this period.",Port Disruption,Weather,False,"[""port_operational_disruption""]","[""weather_disruption""]",0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",rejected: no rule evidence
final_test,376,5374,weather_disruption,false_positive,complete,Ports in Tamil Nadu hoist danger warnings due to Tropical Storm Burevi,"Media sources report that due to the passage of Tropical Storm Burevi, the southern coasts of Kerala and Tamil Nadu have been put on high alert. The following warnings have been issued for Tamil Nadu ports: 
•	Chennai, Cuddalore, Nagapattinam, Ennore, Kattupalli, Puducherry, Karaikal: Keep hoist local cautionary Signal Number III.
•	Pamban: Danger signal number VII.
•	Thoothukudi: Danger signal number VI.","Port Disruption, Maritime Advisory",Weather,False,"[""port_operational_disruption"", ""maritime_security_navigation_disruption""]","[""weather_disruption""]",4,"[{""rule_id"": ""cyclone_family"", ""label"": ""tropical cyclone/storm/depression"", ""match"": ""tropical storm"", ""weight"": 3, ""span"": [49, 63]}]","[{""rule_id"": ""storm"", ""label"": ""storm"", ""match"": ""storm"", ""weight"": 1, ""span"": [128, 133]}]","{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",predicted: score 4 >= 3 with required context satisfied
final_test,376,5374,port_operational_disruption,false_negative,complete,Ports in Tamil Nadu hoist danger warnings due to Tropical Storm Burevi,"Media sources report that due to the passage of Tropical Storm Burevi, the southern coasts of Kerala and Tamil Nadu have been put on high alert. The following warnings have been issued for Tamil Nadu ports: 
•	Chennai, Cuddalore, Nagapattinam, Ennore, Kattupalli, Puducherry, Karaikal: Keep hoist local cautionary Signal Number III.
•	Pamban: Danger signal number VII.
•	Thoothukudi: Danger signal number VI.","Port Disruption, Maritime Advisory",Weather,False,"[""port_operational_disruption"", ""maritime_security_navigation_disruption""]","[""weather_disruption""]",0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": [""ports""]}",rejected: no rule evidence
final_test,376,5374,maritime_security_navigation_disruption,false_negative,complete,Ports in Tamil Nadu hoist danger warnings due to Tropical Storm Burevi,"Media sources report that due to the passage of Tropical Storm Burevi, the southern coasts of Kerala and Tamil Nadu have been put on high alert. The following warnings have been issued for Tamil Nadu ports: 
•	Chennai, Cuddalore, Nagapattinam, Ennore, Kattupalli, Puducherry, Karaikal: Keep hoist local cautionary Signal Number III.
•	Pamban: Danger signal number VII.
•	Thoothukudi: Danger signal number VI.","Port Disruption, Maritime Advisory",Weather,False,"[""port_operational_disruption"", ""maritime_security_navigation_disruption""]","[""weather_disruption""]",0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",rejected: no rule evidence
final_test,377,2828,port_operational_disruption,false_negative,complete,UPDATE: Increased traffic volumes continue at Pier 2 terminal at Port of Durban,"On August 29, terminal operators at the DCT Pier 2 terminal in the Port of Durban indicate that the terminal continues experiencing increased traffic volumes as there are 4,218 import containers yet to be collected as well as 874 containers which have not been assigned by the shipping lines. The operators indicated that customers are encouraged to collect all assigned containers before the import free storage ends.","Port Congestion,Cargo Disruption",Administrative Issue,True,"[""port_operational_disruption""]",[],0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": [""pier""]}",rejected: no rule evidence
final_test,378,3860,maritime_security_navigation_disruption,false_negative,complete,OOCL blanks GCC2 service from Shanghai on October 4,"Sources indicate that OOCL has blanked its Gulf Coast China 2 (GCC2) service from Shanghai that would have begun on October 4. The following ports of call may be affected: 

Shanghai – Ningbo – Xiamen – Yantian – Houston – Mobile – Tampa – Shanghai.",Maritime Advisory,Administrative Issue,False,"[""maritime_security_navigation_disruption""]",[],0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",rejected: no rule evidence
final_test,382,4080,port_operational_disruption,false_negative,complete,"Reefer plug shortage reported at Cat Lai Terminal, Port of HCMC","Sources indicate that a refrigerated container plug shortage is ongoing at the Cat Lai container terminal at the Port of Ho Chi Minh City. Reefer container transfers from Cai Mep terminals to Cat Lai are likely to be delayed. Sources recommend that supply chain managers make arrangements to utilize reefer plug capacity at the following alternative locations in the Ho Chi Minh City Area: 
TCIT (Tan Cang–Cai Mep International Terminal); 
TCTT (Tan Cang-Cai Mep Thi Vai Terminal); 
ICD Phuoc Long 
SP-ITC",Port Disruption,Administrative Issue,True,"[""port_operational_disruption""]",[],2,[],"[{""rule_id"": ""capacity"", ""label"": ""capacity"", ""match"": ""capacity"", ""weight"": 1, ""span"": [373, 381]}]","{""text_context"": 1, ""maritime_metadata"": 0, ""context_matches"": [""terminal""]}",rejected: score 2 < 4
final_test,384,1995,weather_disruption,false_positive,complete,Pilot activities suspended at Port of Bremerhaven,"Due to bad weather at the areas of Port of Bremerhaven on January 2, all pilot activities have been suspended. It remains unclear at this time when operations will resume.","Port Disruption,Port Congestion",Weather,False,"[""port_operational_disruption""]","[""weather_disruption"", ""port_closure""]",3,"[{""rule_id"": ""severe_weather"", ""label"": ""severe/bad weather"", ""match"": ""bad weather"", ""weight"": 3, ""span"": [57, 68]}]",[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",predicted: score 3 >= 3 with required context satisfied
final_test,384,1995,port_operational_disruption,false_negative,complete,Pilot activities suspended at Port of Bremerhaven,"Due to bad weather at the areas of Port of Bremerhaven on January 2, all pilot activities have been suspended. It remains unclear at this time when operations will resume.","Port Disruption,Port Congestion",Weather,False,"[""port_operational_disruption""]","[""weather_disruption"", ""port_closure""]",0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",rejected: no rule evidence
final_test,384,1995,port_closure,false_positive,complete,Pilot activities suspended at Port of Bremerhaven,"Due to bad weather at the areas of Port of Bremerhaven on January 2, all pilot activities have been suspended. It remains unclear at this time when operations will resume.","Port Disruption,Port Congestion",Weather,False,"[""port_operational_disruption""]","[""weather_disruption"", ""port_closure""]",5,"[{""rule_id"": ""close_then_context"", ""label"": ""closure of maritime facility"", ""match"": ""suspended at port"", ""weight"": 3, ""span"": [17, 34]}]","[{""rule_id"": ""closure_term"", ""label"": ""closure/closed/suspended/halted"", ""match"": ""suspended"", ""weight"": 1, ""span"": [149, 158]}]","{""text_context"": 1, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",predicted: score 5 >= 4 with required context satisfied
final_test,385,3647,weather_disruption,false_positive,complete,Hutchison International Terminal (HIT) suspends gate-in operations due to Typhoon Higos,Intelligence received by Everstream Analytics indicates that Hutchison International Terminal (HIT) in the Port of Hong Kong has suspended gate-in operations as of 18:00 local time on August 18 due to approaching Typhoon Higos. No timeline for the resumption of services has been immediately communicated.,Port Closure,Weather,True,"[""port_closure""]","[""weather_disruption"", ""port_closure""]",3,"[{""rule_id"": ""named_weather"", ""label"": ""hurricane/typhoon/thunderstorm/tornado/hail"", ""match"": ""typhoon"", ""weight"": 3, ""span"": [72, 79]}]",[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",predicted: score 3 >= 3 with required context satisfied
final_test,386,1990,weather_disruption,false_positive,complete,Pier 1 container terminal briefly affected by severe winds,Industry sources report that Pier 1 container terminal at the Port of Durban temporarily suspended waterside and landside operations due to severe winds between 19.15 to 20.40 (local time) on November 6.,Port Disruption,Weather,True,"[""port_operational_disruption""]","[""weather_disruption"", ""port_closure""]",4,"[{""rule_id"": ""severe_wind"", ""label"": ""severe/strong/high wind"", ""match"": ""severe winds"", ""weight"": 3, ""span"": [46, 58]}]","[{""rule_id"": ""wind"", ""label"": ""wind"", ""match"": ""winds"", ""weight"": 1, ""span"": [206, 211]}]","{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",predicted: score 4 >= 3 with required context satisfied
final_test,386,1990,port_operational_disruption,false_negative,complete,Pier 1 container terminal briefly affected by severe winds,Industry sources report that Pier 1 container terminal at the Port of Durban temporarily suspended waterside and landside operations due to severe winds between 19.15 to 20.40 (local time) on November 6.,Port Disruption,Weather,True,"[""port_operational_disruption""]","[""weather_disruption"", ""port_closure""]",0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": [""pier""]}",rejected: no rule evidence
final_test,386,1990,port_closure,false_positive,complete,Pier 1 container terminal briefly affected by severe winds,Industry sources report that Pier 1 container terminal at the Port of Durban temporarily suspended waterside and landside operations due to severe winds between 19.15 to 20.40 (local time) on November 6.,Port Disruption,Weather,True,"[""port_operational_disruption""]","[""weather_disruption"", ""port_closure""]",4,"[{""rule_id"": ""context_then_close"", ""label"": ""maritime facility closure"", ""match"": ""terminal at the port of durban temporarily suspended"", ""weight"": 3, ""span"": [105, 157]}]",[],"{""text_context"": 1, ""maritime_metadata"": 0, ""context_matches"": [""pier""]}",predicted: score 4 >= 4 with required context satisfied
final_test,387,5305,port_operational_disruption,false_negative,complete,Operations normalize at Port of Alexandria following heavy rain - UPDATE 1,"Intelligence obtained by Everstream Analytics on November 11 indicates that customs clearance and truck movement operations have largely normalized following heavy rain and fog at the Port of Alexandria, Egypt on November 10.","Customs Delay, Cargo Disruption, Weather Advisory",Weather,False,"[""weather_disruption"", ""port_operational_disruption""]","[""weather_disruption""]",0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",rejected: no rule evidence
final_test,389,2898,labor_strike_disruption,false_negative,complete,UPDATE: Settlement reached in planned Port Qasim protest in Islamabad,"Industry sources reported on January 15 that a settlement was met with the dock workers from Port of Qasim by management after the announcement to shift protest to D-Chowk in Islamabad from Karachi Press Club, in the event that the government failed to meet their demands by January 10. The settlement, reached after 109 days of protest, involves the payment of July through November 2018's back wages. Those shipping at the Port of Qasim should anticipate a resumption of normal operations.","Port Strike, Miscellaneous Strikes",Worker Strike,False,"[""labor_strike_disruption""]",[],2,[],"[{""rule_id"": ""labor_group"", ""label"": ""workers/union/seamen/tugboat workers"", ""match"": ""workers"", ""weight"": 1, ""span"": [149, 156]}]","{""text_context"": 1, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",rejected: score 2 < 4
final_test,390,3845,weather_disruption,false_negative,complete,Officials Warn of Dangers of Potential Oil Spill Off Sri Lanka Coast; Reportedly No Imminent Threat,"At around 8:00 AM local time on Thursday, the New Diamond, an oil tanker, sent a distress signal when it was around 38 miles off the coast of Sangaman Kanda, in Sri Lanka’s Eastern Province. The ship had suffered an engine room explosion, which killed one crew member and started a fire. Both Sri Lankan and Indian naval and coastguard forces responded to the ship, safely removing the 22 other crew members. The two countries have been attempting to extinguish the fire burning on board the ship, using both vessel-based water cannons and helicopter water drops, and have been monitoring the ship’s movements from the air as well. Other vessels have towed the ship away from the Sri Lankan coast after it began to drift in that direction.



Assessment: The 1,080-foot New Diamond is registered in Panama and owned by Liberia’s Porto Emporios Shipping. It was transporting approximately 270,000 tons of oil and 1,700 tons of diesel fuel from Kuwait to Paradeep, India when the incident occurred. Sri Lankan Navy authorities have stated that there is no imminent threat of an oil spill from the New Diamond, and according to disaster management officials, the fire has not spread to the cargo of oil as of Friday morning. Media sources have reported that the fire has been at least somewhat contained to the superstructure of the ship and does not appear to have reached the cargo area. Sri Lankan government environmental authorities have cautioned, however, that a potential leak might be “one of the biggest environmental disasters not only in the region but in the world.” Of possible concern, too, is that Indian coastguard personnel have reported an approximately six-foot crack in the ship’s hull at a point about 30 feet above the water line, although it is not immediately clear if this is directly related to the fire. Officials in the Maldives have stated that they are monitoring the situation in case any potential oil spill should impact their waters. Once the fire on board the ship is under control, authorities plan to tow it into deeper waters and possibly transfer the cargo of oil to another vessel. While there is no indication that an oil spill is presently expected, it is advised to be aware of the potential for significant environmental impacts should an oil leak occur.","Weather Advisory, Ground Transportation Advisory, Hazmat Response, Maritime Advisory",Accident,False,"[""weather_disruption"", ""maritime_security_navigation_disruption""]",[],0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",rejected: no rule evidence
final_test,390,3845,maritime_security_navigation_disruption,false_negative,complete,Officials Warn of Dangers of Potential Oil Spill Off Sri Lanka Coast; Reportedly No Imminent Threat,"At around 8:00 AM local time on Thursday, the New Diamond, an oil tanker, sent a distress signal when it was around 38 miles off the coast of Sangaman Kanda, in Sri Lanka’s Eastern Province. The ship had suffered an engine room explosion, which killed one crew member and started a fire. Both Sri Lankan and Indian naval and coastguard forces responded to the ship, safely removing the 22 other crew members. The two countries have been attempting to extinguish the fire burning on board the ship, using both vessel-based water cannons and helicopter water drops, and have been monitoring the ship’s movements from the air as well. Other vessels have towed the ship away from the Sri Lankan coast after it began to drift in that direction.



Assessment: The 1,080-foot New Diamond is registered in Panama and owned by Liberia’s Porto Emporios Shipping. It was transporting approximately 270,000 tons of oil and 1,700 tons of diesel fuel from Kuwait to Paradeep, India when the incident occurred. Sri Lankan Navy authorities have stated that there is no imminent threat of an oil spill from the New Diamond, and according to disaster management officials, the fire has not spread to the cargo of oil as of Friday morning. Media sources have reported that the fire has been at least somewhat contained to the superstructure of the ship and does not appear to have reached the cargo area. Sri Lankan government environmental authorities have cautioned, however, that a potential leak might be “one of the biggest environmental disasters not only in the region but in the world.” Of possible concern, too, is that Indian coastguard personnel have reported an approximately six-foot crack in the ship’s hull at a point about 30 feet above the water line, although it is not immediately clear if this is directly related to the fire. Officials in the Maldives have stated that they are monitoring the situation in case any potential oil spill should impact their waters. Once the fire on board the ship is under control, authorities plan to tow it into deeper waters and possibly transfer the cargo of oil to another vessel. While there is no indication that an oil spill is presently expected, it is advised to be aware of the potential for significant environmental impacts should an oil leak occur.","Weather Advisory, Ground Transportation Advisory, Hazmat Response, Maritime Advisory",Accident,False,"[""weather_disruption"", ""maritime_security_navigation_disruption""]",[],0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": [""tanker""]}",rejected: no rule evidence
final_test,392,558,port_operational_disruption,false_negative,complete,Severe winds likely to disrupt operations at Port Gdansk,Local sources indicated that high winds have been forecasted at Port of Gdansk from the morning of November 29 to the midnight of the next day. There is a slight chance of disruption or closure at the port due to the bad weather.,"Port Disruption,Port Closure,Severe Winds",Weather,False,"[""weather_disruption"", ""port_operational_disruption"", ""port_closure""]","[""weather_disruption"", ""port_closure""]",0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",rejected: no rule evidence
final_test,393,4565,port_closure,false_positive,complete,UPDATE 1 - Substantial disruptions reported following passage of Typhoon Higos,"Authorities in Macao are reporting substantial disruptions across the Special Administrative Region (SAR) following the passage of Typhoon Higos early this morning. Low-lying areas are experiencing considerable flooding, and some locations are said to have recorded up to 1.5 meter water levels. A ceiling collapse at the Galaxy Hotel reportedly injured three people. Additionally, Macao Electric Power Authorities previously stated that power supply was being suspended in some areas including Faiziji, Inner Harbor, Inner Harbor Ferry Terminal, Ma Ge and some nearshore areas; however, it is not known if electricity has been restored at this stage. Further reports indicate that all land border crossings with Zhuhai city are closed to vehicles and pedestrians until further notice.","Flooding, Ground Transportation Advisory, Roadway Closure / Disruption, Public Health Advisory, Power Outage, Storm",Weather,True,"[""weather_disruption""]","[""weather_disruption"", ""port_closure""]",5,"[{""rule_id"": ""close_then_context"", ""label"": ""closure of maritime facility"", ""match"": ""suspended in some areas including faiziji inner harbor"", ""weight"": 3, ""span"": [531, 585]}]","[{""rule_id"": ""closure_term"", ""label"": ""closure/closed/suspended/halted"", ""match"": ""closed"", ""weight"": 1, ""span"": [793, 799]}]","{""text_context"": 1, ""maritime_metadata"": 0, ""context_matches"": [""harbor""]}",predicted: score 5 >= 4 with required context satisfied
final_test,394,125,port_operational_disruption,false_negative,complete,Car carrier collides with locks in the Port of Bremerhaven,"German media sources reported on October 1 that a car carrier has collided with the northern locks in the port of Bremerhaven, Germany, in the afternoon of November 1. The ship has been damaged and will need to undergo repairs. No impact on shipping traffic was immediately reported.","Maritime Accident,Port Disruption",Accident,False,"[""port_operational_disruption""]",[],0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",rejected: no rule evidence
final_test,396,3879,port_operational_disruption,false_positive,complete,Operations resumed at Port of Le Havre - UPDATE 3,Intelligence received by Everstream Analytics indicates on June 15 that operations resumed at 15.00 local time at the Port of Le Havre following rumors of a dockworkers strike at the Terminal de France.,Port Strike,Worker Strike,True,"[""labor_strike_disruption""]","[""port_operational_disruption"", ""labor_strike_disruption""]",4,"[{""rule_id"": ""operations_disrupted"", ""label"": ""operations disrupted/resumed"", ""match"": ""operations resumed"", ""weight"": 3, ""span"": [0, 18]}]",[],"{""text_context"": 1, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",predicted: score 4 >= 4 with required context satisfied
final_test,397,4822,port_closure,false_positive,complete,UPDATE 8 - Houston Ship Channel intermittently closes on April 7,"Updated sources indicated on April 7 that the Houston Ship Channel intermittently closed from 11:25 to 12:45 on April 7 due to dense fog. As of reporting, the channel is open for inbound traffic.",Waterway Closure / Disruption,Weather,False,"[""maritime_security_navigation_disruption""]","[""port_closure"", ""maritime_security_navigation_disruption""]",5,"[{""rule_id"": ""context_then_close"", ""label"": ""maritime facility closure"", ""match"": ""ship channel intermittently closes"", ""weight"": 3, ""span"": [17, 51]}]","[{""rule_id"": ""closure_term"", ""label"": ""closure/closed/suspended/halted"", ""match"": ""closed"", ""weight"": 1, ""span"": [145, 151]}]","{""text_context"": 1, ""maritime_metadata"": 0, ""context_matches"": [""ship channel""]}",predicted: score 5 >= 4 with required context satisfied
final_test,399,4062,maritime_security_navigation_disruption,false_negative,complete,Queensland limits crew movement on air transport due to COVID-19 pandemic,"Media sources report that Queensland has stopped the arrival and departure of crew members from regional ports from traveling on domestic air transport unless they have completed the 14 days isolation. According to sources, the crew can still be moved between regional ports and Brisbane to connect with international flights by road.","Aviation Advisory, Maritime Advisory",Administrative Issue,False,"[""maritime_security_navigation_disruption""]",[],0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",rejected: no rule evidence
final_test,400,3870,port_operational_disruption,false_negative,complete,Operations at Port of Durban temporarily halted on February 18,Local sources on February 18 indicate that operations will be temporarily halted from 10:30 to 12:30 local time due to GCE's employee and management engagement and to allow logistical arrangements between the two terminals.,Port Disruption,Administrative Issue,True,"[""port_operational_disruption""]","[""port_closure""]",0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",rejected: no rule evidence
final_test,400,3870,port_closure,false_positive,complete,Operations at Port of Durban temporarily halted on February 18,Local sources on February 18 indicate that operations will be temporarily halted from 10:30 to 12:30 local time due to GCE's employee and management engagement and to allow logistical arrangements between the two terminals.,Port Disruption,Administrative Issue,True,"[""port_operational_disruption""]","[""port_closure""]",5,"[{""rule_id"": ""context_then_close"", ""label"": ""maritime facility closure"", ""match"": ""port of durban temporarily halted"", ""weight"": 3, ""span"": [14, 47]}]","[{""rule_id"": ""closure_term"", ""label"": ""closure/closed/suspended/halted"", ""match"": ""halted"", ""weight"": 1, ""span"": [137, 143]}]","{""text_context"": 1, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",predicted: score 5 >= 4 with required context satisfied
final_test,406,5227,port_operational_disruption,false_negative,complete,Inclement weather in Egypt causes widespread disruptions; five seaports closed,"Media sources on November 26 indicate that inclement weather has caused widespread disruption in nine provinces across Egypt and closed five seaports in the country. According to sources, Egyptian authorities closed the Port of Alexandria and Port of Said (north-east) and banned fishing activities in four other provinces. Heavy rainfall and thunderstorms have resulted in road traffic and travel disruptions in several provinces. Customers operating or shipping to/from/via Egypt are advised to monitor the situation and plan accordingly.","Port Closure, Roadway Closure / Disruption, Port Disruption, Flooding",Weather,False,"[""weather_disruption"", ""port_operational_disruption"", ""port_closure""]","[""weather_disruption"", ""port_closure""]",0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",rejected: no rule evidence
final_test,409,2118,weather_disruption,false_positive,complete,Ports of Savannah and Brunswick - Both ports have resumed normal operations. Incident closed.,The Port of Savannah and the Port of Brunswick have reopened with normal operations following the passage of Hurricane Dorian. This incident is closed.,Maritime Advisory,Weather,False,"[""maritime_security_navigation_disruption""]","[""weather_disruption"", ""port_closure""]",3,"[{""rule_id"": ""named_weather"", ""label"": ""hurricane/typhoon/thunderstorm/tornado/hail"", ""match"": ""hurricane"", ""weight"": 3, ""span"": [199, 208]}]",[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",predicted: score 3 >= 3 with required context satisfied
final_test,409,2118,port_closure,false_positive,complete,Ports of Savannah and Brunswick - Both ports have resumed normal operations. Incident closed.,The Port of Savannah and the Port of Brunswick have reopened with normal operations following the passage of Hurricane Dorian. This incident is closed.,Maritime Advisory,Weather,False,"[""maritime_security_navigation_disruption""]","[""weather_disruption"", ""port_closure""]",5,"[{""rule_id"": ""close_then_context"", ""label"": ""closure of maritime facility"", ""match"": ""closed the port of savannah and the port"", ""weight"": 3, ""span"": [83, 123]}]","[{""rule_id"": ""closure_term"", ""label"": ""closure/closed/suspended/halted"", ""match"": ""closed"", ""weight"": 1, ""span"": [233, 239]}]","{""text_context"": 1, ""maritime_metadata"": 0, ""context_matches"": [""ports""]}",predicted: score 5 >= 4 with required context satisfied
final_test,409,2118,maritime_security_navigation_disruption,false_negative,complete,Ports of Savannah and Brunswick - Both ports have resumed normal operations. Incident closed.,The Port of Savannah and the Port of Brunswick have reopened with normal operations following the passage of Hurricane Dorian. This incident is closed.,Maritime Advisory,Weather,False,"[""maritime_security_navigation_disruption""]","[""weather_disruption"", ""port_closure""]",0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",rejected: no rule evidence
final_test,411,4930,labor_strike_disruption,false_positive,complete,Yard congestion reported at DP World Antwerp Gateway,Shipping sources indicate that yard congestion has increased truck turnaround times for pick-ups and drop-offs of containers to more than 4 hours at the DP World Antwerp Gateway at dock 1700 in the Port of Antwerp. This is likely linked to shipping lines diverting vessels from French ports to the Port of Antwerp due to the ongoing nationwide port strike.,Port Congestion,Worker Strike,True,"[""port_operational_disruption""]","[""port_operational_disruption"", ""labor_strike_disruption""]",4,"[{""rule_id"": ""strike"", ""label"": ""strike action"", ""match"": ""strike"", ""weight"": 3, ""span"": [401, 407]}]",[],"{""text_context"": 1, ""maritime_metadata"": 0, ""context_matches"": [""shipping""]}",predicted: score 4 >= 4 with required context satisfied
final_test,414,2338,weather_disruption,false_positive,complete,Strong winds forecasted at Port Said,"Shipping sources on December 13 indicate that strong winds were forecasted at the port areas of Port Said, operations and vessel navigation have stopped as a result of the inclement weather.",Port Disruption,Weather,False,"[""port_operational_disruption""]","[""weather_disruption""]",7,"[{""rule_id"": ""severe_wind"", ""label"": ""severe/strong/high wind"", ""match"": ""strong winds"", ""weight"": 3, ""span"": [0, 12]}, {""rule_id"": ""severe_weather"", ""label"": ""severe/bad weather"", ""match"": ""inclement weather"", ""weight"": 3, ""span"": [208, 225]}]","[{""rule_id"": ""wind"", ""label"": ""wind"", ""match"": ""winds"", ""weight"": 1, ""span"": [90, 95]}]","{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",predicted: score 7 >= 3 with required context satisfied
final_test,414,2338,port_operational_disruption,false_negative,complete,Strong winds forecasted at Port Said,"Shipping sources on December 13 indicate that strong winds were forecasted at the port areas of Port Said, operations and vessel navigation have stopped as a result of the inclement weather.",Port Disruption,Weather,False,"[""port_operational_disruption""]","[""weather_disruption""]",0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",rejected: no rule evidence
